"Área";"Responsável";"Indicador";"Impacto DIRETO";"Tipo N";"Meta";"Resultado";"Mês texto";"Ano";"Status";"Comentários";"Ações"

"Pessoas";"Laura Thais";"Absenteísmo Mês";"Salário Variável";"N2/N3";"0.04";"-";"Novembro";"2026";"-";"0";"0"

"Pessoas";"Laura Thais";"Absenteísmo Mês";"Salário Variável";"N2/N3";"0.04";"-";"Dezembro";"2026";"-";"0";"0"

"Pessoas";"Fernando Tryferis";"Quadro colaboradores BIZA";"Informativo";"N2";"S/ Meta";"S/ Meta";"Janeiro";"2026";"Indefinido";"Total 1° Turno: 92​
Total MO Direta 1° Turno: 37​
Total MO Indireta 1° Turno: 55​
Total 2° Turno: 18​
Total MO Direta 2° Turno: 16​
Total MO Indireta 2° Turno: 2​
Total Funcionários BIZA: 110 (Base de 10/02)​
Obs: Números não consideram CC do sistema.";"Reforçar quadro de colaboradores operacionais do 2° Turno"

"Pessoas";"Fernando Tryferis";"Quadro colaboradores BIZA";"Informativo";"N2";"S/ Meta";"S/ Meta";"Fevereiro";"2026";"Indefinido";"Total 1° Turno: 92​
Total MO Direta 1° Turno: 36​
Total MO Indireta 1° Turno: 56​
Total 2° Turno: 19​
Total MO Direta 2° Turno: 17​
Total MO Indireta 2° Turno: 2​​
Total Funcionários BIZA: 111 (Base de 05/03)​
Obs: Números não consideram CC do sistema.";"Falta completar o quadro de pessoas do 2º turno - (CNC)​

Falta completar a vaga na Engenharia de Desenhista​

Falta completar no refeitório a vaga de auxiliar de cozinha 2º turno"

"Pessoas";"Fernando Tryferis";"Quadro colaboradores BIZA";"Informativo";"N2";"S/ Meta";"S/ Meta";"Março";"2026";"Indefinido";"Total 1° Turno: 95​
Total MO Direta 1° Turno: 36​
Total MO Indireta 1° Turno: 60​
Total 2° Turno: 20​
Total MO Direta 2° Turno: 18​
Total MO Indireta 2° Turno: 2​
Total Funcionários BIZA: 116 (Base de 07/04)​
Obs: Números não consideram CC do sistema.";"XXX"

"Pessoas";"Fernando Tryferis";"Quadro colaboradores BIZA";"Informativo";"N2";"S/ Meta";"S/ Meta";"Abril";"2026";"-";"0";"0"

"Pessoas";"Fernando Tryferis";"Quadro colaboradores BIZA";"Informativo";"N2";"S/ Meta";"S/ Meta";"Maio";"2026";"-";"0";"0"

"Pessoas";"Fernando Tryferis";"Quadro colaboradores BIZA";"Informativo";"N2";"S/ Meta";"S/ Meta";"Junho";"2026";"-";"0";"0"

"Pessoas";"Fernando Tryferis";"Quadro colaboradores BIZA";"Informativo";"N2";"S/ Meta";"S/ Meta";"Julho";"2026";"-";"0";"0"

"Pessoas";"Fernando Tryferis";"Quadro colaboradores BIZA";"Informativo";"N2";"S/ Meta";"S/ Meta";"Agosto";"2026";"-";"0";"0"

"Pessoas";"Fernando Tryferis";"Quadro colaboradores BIZA";"Informativo";"N2";"S/ Meta";"S/ Meta";"Setembro";"2026";"-";"0";"0"

"Pessoas";"Fernando Tryferis";"Quadro colaboradores BIZA";"Informativo";"N2";"S/ Meta";"S/ Meta";"Outubro";"2026";"-";"0";"0"

"Pessoas";"Fernando Tryferis";"Quadro colaboradores BIZA";"Informativo";"N2";"S/ Meta";"S/ Meta";"Novembro";"2026";"-";"0";"0"

"Pessoas";"Fernando Tryferis";"Quadro colaboradores BIZA";"Informativo";"N2";"S/ Meta";"S/ Meta";"Dezembro";"2026";"-";"0";"0"

"SST";"Elcio Pase";"Taxa de Frequência​";"Assiduidade";"N3";"40";"0";"Janeiro";"2026";"Atingido";"Não houve ocorrências de acidentes.​
Posse da CIPA Gestão 2026​
Manutenção dos EPCs Extintores​
Integração de novos Colaboradores";"Manter o acompanhamento mensal dos indicadores de SST.​
Reforçar orientações de segurança e treinamentos periódicos.​
Continuidade das reuniões da CIPA e inspeções de segurança.​
Manutenção preventiva dos EPCs, com foco em extintores e sinalizações.​
Monitoramento contínuo das condições de trabalho para evitar desvios."

"SST";"Elcio Pase";"Taxa de Frequência​";"Assiduidade";"N3";"40";"81.9000819000819";"Fevereiro";"2026";"Ñ Atingido";"Marcelo Rosa CNC: Queda de dispositivo sobre o dedo ao tentar segurar, causando um corte profundo no dedo polegar da mão direita (Com afastamento 3 + 7 dias atestado) -Acionamento involuntário de abertura da castanha, causando queda do dispositivo.​
Fernando Padilha ACABAMENTO: Projeção de particulado no olho. Com afastamento 2 dias sem atestado. EPI utilizado incorreto, não garantindo efetividade na proteção em atividade específica";"Colocar atas da CIPA e a ATA extraordinária (do acidente) no SIGO​
Acidente Marcelo: Formalizada instrução para liderança sobre necessidade de identificar itens que usam dispositivo fixo na placa e abrir SS à manutenção para que seja retirado pedal na produção destes itens.​
Acidente Fernando: Avaliar possibilidade de garantir a obrigatoriedade de fazer uso dos óculos apropriados para a atividade de acabamento, sendo passível de advertência."

"SST";"Elcio Pase";"Taxa de Frequência​";"Assiduidade";"N3";"40";"0";"Março";"2026";"Atingido";"Sem ocorrências no mês de Março;";"Entrada do novo Téc. De Segurança - Marcelo Teodoro​"

"SST";"Elcio Pase";"Taxa de Frequência​";"Assiduidade";"N3";"40";"";"Abril";"2026";"-";"0";"0"

"SST";"Elcio Pase";"Taxa de Frequência​";"Assiduidade";"N3";"40";"";"Maio";"2026";"-";"0";"0"

"SST";"Elcio Pase";"Taxa de Frequência​";"Assiduidade";"N3";"40";"";"Junho";"2026";"-";"0";"0"

"SST";"Elcio Pase";"Taxa de Frequência​";"Assiduidade";"N3";"40";"";"Julho";"2026";"-";"0";"0"

"SST";"Elcio Pase";"Taxa de Frequência​";"Assiduidade";"N3";"40";"";"Agosto";"2026";"-";"0";"0"

"SST";"Elcio Pase";"Taxa de Frequência​";"Assiduidade";"N3";"40";"";"Setembro";"2026";"-";"0";"0"

"SST";"Elcio Pase";"Taxa de Frequência​";"Assiduidade";"N3";"40";"";"Outubro";"2026";"-";"0";"0"

"SST";"Elcio Pase";"Taxa de Frequência​";"Assiduidade";"N3";"40";"";"Novembro";"2026";"-";"0";"0"

"SST";"Elcio Pase";"Taxa de Frequência​";"Assiduidade";"N3";"40";"";"Dezembro";"2026";"-";"0";"0"

"SST";"Elcio Pase";"Taxa de Gravidade";"Assiduidade";"N3";"1000";"0";"Janeiro";"2026";"Atingido";"No período analisado não houve registro de acidentes com afastamento, óbitos ou incapacidade permanente.​
A Taxa de Gravidade de Acidentes permaneceu em 0,00, em função da inexistência de dias perdidos ou debitados.​
O indicador manteve-se significativamente abaixo da meta de referência (500 a 1.000).​
O resultado evidencia controle efetivo dos riscos ocupacionais e impacto nulo à saúde dos trabalhadores.​
As ações preventivas implementadas demonstram consistência na gestão de SST.";"Manutenção do monitoramento mensal dos indicadores de gravidade.​
Continuidade das inspeções de segurança e observações comportamentais.​
Reforço das orientações preventivas em e treinamentos periódicos.​
Atuação contínua da CIPA e da Brigada de Emergência.​
Manutenção preventiva dos EPCs e revisão periódica dos procedimentos operacionais."

"SST";"Elcio Pase";"Taxa de Gravidade";"Assiduidade";"N3";"1000";"491.400491400491";"Fevereiro";"2026";"Atingido";"XXX";"XXX"

"SST";"Elcio Pase";"Taxa de Gravidade";"Assiduidade";"N3";"1000";"318.979266347687";"Março";"2026";"Atingido";"Sem ocorrências no mês de Março;​";"Entrada do novo Téc. De Segurança - Marcelo Teodoro​"

"SST";"Elcio Pase";"Taxa de Gravidade";"Assiduidade";"N3";"1000";"";"Abril";"2026";"-";"0";"0"

"SST";"Elcio Pase";"Taxa de Gravidade";"Assiduidade";"N3";"1000";"";"Maio";"2026";"-";"0";"0"

"SST";"Elcio Pase";"Taxa de Gravidade";"Assiduidade";"N3";"1000";"";"Junho";"2026";"-";"0";"0"

"SST";"Elcio Pase";"Taxa de Gravidade";"Assiduidade";"N3";"1000";"";"Julho";"2026";"-";"0";"0"

"SST";"Elcio Pase";"Taxa de Gravidade";"Assiduidade";"N3";"1000";"";"Agosto";"2026";"-";"0";"0"

"SST";"Elcio Pase";"Taxa de Gravidade";"Assiduidade";"N3";"1000";"";"Setembro";"2026";"-";"0";"0"

"SST";"Elcio Pase";"Taxa de Gravidade";"Assiduidade";"N3";"1000";"";"Outubro";"2026";"-";"0";"0"

"SST";"Elcio Pase";"Taxa de Gravidade";"Assiduidade";"N3";"1000";"";"Novembro";"2026";"-";"0";"0"

"SST";"Elcio Pase";"Taxa de Gravidade";"Assiduidade";"N3";"1000";"";"Dezembro";"2026";"-";"0";"0"

"Terceiros";"Leonard Robert";"Valor total de itens industrializados por mês​";"Carteira Biza";"N3";"S/ Meta";"124956.19622";"Janeiro";"2026";"Indefinido";"Industrialização 8,5% da produção
Principais Fornecedor, Normatic 52 ops , Parana Zinco 26 ops , Inkflex 32 ops , cromax 20 ops e D.M.S 2 ops, entre usimold, metalfim , sul corte  ";"XXX"

"Terceiros";"Leonard Robert";"Valor total de itens industrializados por mês​";"Carteira Biza";"N3";"S/ Meta";"129156.5469";"Fevereiro";"2026";"Indefinido";"INDUSTRIALIZAÇÃO REFERENTE 8,4% DA PRODUÇÃO
PRINCIPAIS FORNECEDORES: NORMATIC 114 OPS / INKFLEX 36 OPS / CROMAX 31 OPS / PARANA ZINCO 31 OPS / DEMAIS FORNECEDORES, D.M.S, USIMOLD, SULCORTE, MAXESTAMPO, METALFIM ";"REATIVAMOS A NOVA ERA, PARA FORNECIMENTO DE CROMO, PARA DIMINUIR O PRAZO DE ENTREGA DE CROMO "

"Terceiros";"Leonard Robert";"Valor total de itens industrializados por mês​";"Carteira Biza";"N3";"S/ Meta";"187848.738";"Março";"2026";"Indefinido";"INDUSTRIALIZAÇÃO 10,5% DA PRODUÇÃO 
Principais fornecedor Normatic 185 OPS / Nova erro 22 ops / D.M.S 17 ops / inkaflex 35ops  ";"XXX"

"Terceiros";"Leonard Robert";"Valor total de itens industrializados por mês​";"Carteira Biza";"N3";"S/ Meta";"";"Abril";"2026";"-";"0";"0"

"Terceiros";"Leonard Robert";"Valor total de itens industrializados por mês​";"Carteira Biza";"N3";"S/ Meta";"";"Maio";"2026";"-";"0";"0"

"Terceiros";"Leonard Robert";"Valor total de itens industrializados por mês​";"Carteira Biza";"N3";"S/ Meta";"";"Junho";"2026";"-";"0";"0"

"Terceiros";"Leonard Robert";"Valor total de itens industrializados por mês​";"Carteira Biza";"N3";"S/ Meta";"";"Julho";"2026";"-";"0";"0"

"Terceiros";"Leonard Robert";"Valor total de itens industrializados por mês​";"Carteira Biza";"N3";"S/ Meta";"";"Agosto";"2026";"-";"0";"0"

"Terceiros";"Leonard Robert";"Valor total de itens industrializados por mês​";"Carteira Biza";"N3";"S/ Meta";"";"Setembro";"2026";"-";"0";"0"

"Terceiros";"Leonard Robert";"Valor total de itens industrializados por mês​";"Carteira Biza";"N3";"S/ Meta";"";"Outubro";"2026";"-";"0";"0"

"Terceiros";"Leonard Robert";"Valor total de itens industrializados por mês​";"Carteira Biza";"N3";"S/ Meta";"";"Novembro";"2026";"-";"0";"0"

"Terceiros";"Leonard Robert";"Valor total de itens industrializados por mês​";"Carteira Biza";"N3";"S/ Meta";"";"Dezembro";"2026";"-";"0";"0"

"Terceiros";"Leonard Robert";"Valor total de itens terceirização por mês";"Carteira Biza";"N3";"S/ Meta";"5300";"Janeiro";"2026";"Indefinido";"Terceirização COMP3585949 / COM3574710 Olhal realizado na A.S.C  ​
Um aumento na terceirização para o próximos mês, referente a parada do centro de usinagem.G021";"XXX"

"Terceiros";"Leonard Robert";"Valor total de itens terceirização por mês";"Carteira Biza";"N3";"S/ Meta";"13636";"Fevereiro";"2026";"Indefinido";"TERCERIZADOS 3 LOTES DE PINOS COM A LS USINAGEM (LUCIANO)​
TERCERIZADO AS CAPAS FUNDIDAS COM A.S.C (ALTAIR) ";"XXX"

"Terceiros";"Leonard Robert";"Valor total de itens terceirização por mês";"Carteira Biza";"N3";"S/ Meta";"6000";"Março";"2026";"Indefinido";"Terceirização COMP1382836 2 Garfos ";"XXX"

"Terceiros";"Leonard Robert";"Valor total de itens terceirização por mês";"Carteira Biza";"N3";"S/ Meta";"";"Abril";"2026";"-";"0";"0"

"Terceiros";"Leonard Robert";"Valor total de itens terceirização por mês";"Carteira Biza";"N3";"S/ Meta";"";"Maio";"2026";"-";"0";"0"

"Terceiros";"Leonard Robert";"Valor total de itens terceirização por mês";"Carteira Biza";"N3";"S/ Meta";"";"Junho";"2026";"-";"0";"0"

"Terceiros";"Leonard Robert";"Valor total de itens terceirização por mês";"Carteira Biza";"N3";"S/ Meta";"";"Julho";"2026";"-";"0";"0"

"Terceiros";"Leonard Robert";"Valor total de itens terceirização por mês";"Carteira Biza";"N3";"S/ Meta";"";"Agosto";"2026";"-";"0";"0"

"Terceiros";"Leonard Robert";"Valor total de itens terceirização por mês";"Carteira Biza";"N3";"S/ Meta";"";"Setembro";"2026";"-";"0";"0"

"Terceiros";"Leonard Robert";"Valor total de itens terceirização por mês";"Carteira Biza";"N3";"S/ Meta";"";"Outubro";"2026";"-";"0";"0"

"Terceiros";"Leonard Robert";"Valor total de itens terceirização por mês";"Carteira Biza";"N3";"S/ Meta";"";"Novembro";"2026";"-";"0";"0"

"Terceiros";"Leonard Robert";"Valor total de itens terceirização por mês";"Carteira Biza";"N3";"S/ Meta";"";"Dezembro";"2026";"-";"0";"0"

"Vendas BIZA";"Messias";"Valores de venda Marca BIZA";"Carteira Biza";"N2/N3";"3207748.98";"2451880.62";"Janeiro";"2026";"Ñ Atingido";"Expectativa para janeiro seria de continuidade ao mês de Dezembro/2025.​
Tivemos em Janeiro o pior faturamento nos últimos 5 anos. ​
Temos hoje muitas pessoas sendo envolvidas para contribuir com a BIZA. Mas os pontos que tratamos em 2025 já fazem parte do 1º bimestre de 2026.";"Precisamos de assertividade nas informações.​
Precisamos aumentar a produção BIZA-1ºe2º turno trabalhando 100%.​
Precisamos aumentar a programação dos pedidos BIZA–envolver Suprimentos e Union.​
Precisamos desenvolver produtos para outros tipos de equipamentos.​
Precisamos desenvolver catálogos por maquinas/famílias de produtos.​
Melhorar nosso SITE.​
Melhorar nossa comunicação para o GHT ""Treinamento"".​
Melhorar nossa comunicação para o Mercado ""divulgação em feiras/revistas""​
Ter acesso a matérias primas com custos melhores."

"Vendas BIZA";"Messias";"Valores de venda Marca BIZA";"Carteira Biza";"N2/N3";"3346263.76";"2495615.56";"Fevereiro";"2026";"Ñ Atingido";"Continuamos com muita dificuldade em elevar o faturamento BIZA.​
Janeiro pior faturamento dos ultimos 5 anos. ​
Fevereiro melhoramos em 43.734,94 nosso faturamento, chegando no 2º pior faturamento nos ultimos 5 anos.​
Comparando FEV/2026 com FEV2025 faltou 845.129,31 para fazer o mesmo faturamento de 2025.​
Terminamos fevereiro com o principal item 1473309 com problemas de qualidade e sendo bloqueado para vendas. ​
Desenvolvimento:​ Início da pesquisa dos foles com a equipe de mineração, atendendo a solicitação do Ricardo.";"Continuo acreditando que os pontos abaixo são fundamentais para melhorarmos 70% da BIZA
Precisamos de assertividade nas informações.​
Precisamos aumentar a produção BIZA - 1º e 2º turno trabalhando 100%.​
Precisamos aumentar a programação dos pedidos BIZA – envolver Suprimentos e Union.​
Precisamos desenvolver produtos para outros tipos de equipamentos.​
Precisamos desenvolver catálogos por maquinas / famílias de produtos.​
Melhorar nosso SITE.​
Melhorar nossa comunicação para o GHT ""Treinamento"".​
Melhorar nossa comunicação para o Mercado ""divulgação em feiras / revistas""​
Ter acesso a matérias primas com custos melhores."

"Vendas BIZA";"Messias";"Valores de venda Marca BIZA";"Carteira Biza";"N2/N3";"3857400.64";"3620944.81";"Março";"2026";"Ñ Atingido";"Neste mês tivemos algumas vendas de projetos que potencializou nosso faturamento;​
Tivemos uma melhora em relação a Janeiro e Fevereiro;​
Porém ficamos abaixo 22% em relação ao mesmo período de 2025;";"Continuo acreditando que os pontos abaixo são fundamentais para melhorarmos70% da BIZA​
 •Precisamos de assertividade nas informações.​
 •Precisamos aumentar a produção BIZA-1ºe2º turnos  trabalhando 100%.​
 •Precisamos aumentar a programação dos pedidos BIZA–envolver Suprimentos e Union.​
 •Precisamos desenvolver produtos para outros tipos de equipamentos.​
 •Precisamos desenvolver catálogos por maquinas/famílias de produtos.​
 •Melhorar nosso SITE.​
 •Melhorar nossa comunicação para o GHT ""Treinamento"".​
 •Melhorar nossa comunicação para o Mercado ""divulgação em feiras/revistas""​
 •Ter acesso a matérias primas com custos melhores."

"Vendas BIZA";"Messias";"Valores de venda Marca BIZA";"Carteira Biza";"N2/N3";"4497636.1";"0";"Abril";"2026";"-";"0";"0"

"Vendas BIZA";"Messias";"Valores de venda Marca BIZA";"Carteira Biza";"N2/N3";"3909104.54";"0";"Maio";"2026";"-";"0";"0"

"Vendas BIZA";"Messias";"Valores de venda Marca BIZA";"Carteira Biza";"N2/N3";"5364796.3";"0";"Junho";"2026";"-";"0";"0"

"Vendas BIZA";"Messias";"Valores de venda Marca BIZA";"Carteira Biza";"N2/N3";"5535612.78";"0";"Julho";"2026";"-";"0";"0"

"Vendas BIZA";"Messias";"Valores de venda Marca BIZA";"Carteira Biza";"N2/N3";"4809547.31";"0";"Agosto";"2026";"-";"0";"0"

"Vendas BIZA";"Messias";"Valores de venda Marca BIZA";"Carteira Biza";"N2/N3";"4747776.45";"0";"Setembro";"2026";"-";"0";"0"

"Vendas BIZA";"Messias";"Valores de venda Marca BIZA";"Carteira Biza";"N2/N3";"5294812.79";"0";"Outubro";"2026";"-";"0";"0"

"Vendas BIZA";"Messias";"Valores de venda Marca BIZA";"Carteira Biza";"N2/N3";"4413519.1";"0";"Novembro";"2026";"-";"0";"0"

"Vendas BIZA";"Messias";"Valores de venda Marca BIZA";"Carteira Biza";"N2/N3";"2952528.27";"0";"Dezembro";"2026";"-";"0";"0"

"Vendas BIZA";"Messias";"Vendas Marca Biza por Segmento";"Carteira Biza";"N2/N3";"S/ Meta";"S/ Meta";"Janeiro";"2026";"Indefinido";"EQUIPE HENRIQUE​
Votorantim: negociação para aumento da cesta de oportunidades;​
Mosaic: Solicitamos consumo Sotreq a fim de incrementar produtos Biza no contrato;​
Anglo Barro Alto: Subida para contrato de 150 PNs Biza, equivalentes a 490k / a.a., ​
CSN: Reuniões a respeito das barras equalizadoras de D11. ​
Aboca: início da parceria em componentes de cilindros e acessórios de oficina, totalizando 429k";"Atrasos Expressivos jan/26: 429k​
Carteira de Pendentes Biza 2026: 712k​
Vendas Biza em Janeiro – Reg SP: 260K "

"Vendas BIZA";"Messias";"Vendas Marca Biza por Segmento";"Carteira Biza";"N2/N3";"S/ Meta";"S/ Meta";"Fevereiro";"2026";"Indefinido";"Mineração SP​
Faturamento 247.000,00​
Carteira 522.000,00​
Votorantim: aumento da cesta de oportunidades, sem evolução.​
Mosaic: oportunidade para conhecermos o consumo Sotreq, sem evolução.​
Anglo Barro Alto: contrato ativo de 150 PNs, equivalentes a 490k / a.a.​
CSN: Reuniões a respeito das barras equalizadoras de D11. Aguardando a avaliação de quando iremos produzir a nova versão.​
Ero BR / Caraíba: Negociação de materiais de desgaste Quard e Quend, em analise.​
Taboca: parceria em componentes totalizando 429k, já temos reclamações sobre prazos.​
Ternium: solicitaram antecipação das entregas escadas e plataformas.";"Continuo acreditando que os pontos abaixo são fundamentais para melhorarmos 70% da BIZA
Precisamos de assertividade nas informações.​
Precisamos aumentar a produção BIZA - 1º e 2º turno trabalhando 100%.​
Precisamos aumentar a programação dos pedidos BIZA – envolver Suprimentos e Union.​
Precisamos desenvolver produtos para outros tipos de equipamentos.​
Precisamos desenvolver catálogos por maquinas / famílias de produtos.​
Melhorar nosso SITE.​
Melhorar nossa comunicação para o GHT ""Treinamento"".​
Melhorar nossa comunicação para o Mercado ""divulgação em feiras / revistas""​
Ter acesso a matérias primas com custos melhores."

"Vendas BIZA";"Messias";"Vendas Marca Biza por Segmento";"Carteira Biza";"N2/N3";"S/ Meta";"S/ Meta";"Março";"2026";"Indefinido";"Ações Min Reg SP:​
LHG = Oportunidade Capex Cilindros (498k) – em análise​
CSN = Projeto Foles 793 (Biza atrasou 2x a promessa de retorno) ​
SN = Projeto Barra Eq D11 melhorada (apresentada hoje pelo Leandro Firme)​
ERO = Projeto Chapas (500k / a.a.) (em análise pela Engenharia do cliente)";"Ações Min Reg SP:​
LHG = Oportunidade Capex Cilindros (498k) – em análise - Aguardando retorno do cliente​
CSN = Projeto Foles 793 (Biza atrasou 2x a promessa de retorno) Retornamos somente 2 itens ,quando será enviado os demais?​
CSN = Projeto Barra Eq D11 melhorada (apresentada hoje pelo Leandro Firme)Apresentado dia 02/04​
ERO = Projeto Chapas (500k / a.a.) (em análise pela Engenharia do cliente)Aguardando retorno do cliente"

"Vendas BIZA";"Messias";"Vendas Marca Biza por Segmento";"Carteira Biza";"N2/N3";"S/ Meta";"S/ Meta";"Abril";"2026";"-";"0";"0"

"Vendas BIZA";"Messias";"Vendas Marca Biza por Segmento";"Carteira Biza";"N2/N3";"S/ Meta";"S/ Meta";"Maio";"2026";"-";"0";"0"

"Vendas BIZA";"Messias";"Vendas Marca Biza por Segmento";"Carteira Biza";"N2/N3";"S/ Meta";"S/ Meta";"Junho";"2026";"-";"0";"0"

"Vendas BIZA";"Messias";"Vendas Marca Biza por Segmento";"Carteira Biza";"N2/N3";"S/ Meta";"S/ Meta";"Julho";"2026";"-";"0";"0"

"Vendas BIZA";"Messias";"Vendas Marca Biza por Segmento";"Carteira Biza";"N2/N3";"S/ Meta";"S/ Meta";"Agosto";"2026";"-";"0";"0"

"Vendas BIZA";"Messias";"Vendas Marca Biza por Segmento";"Carteira Biza";"N2/N3";"S/ Meta";"S/ Meta";"Setembro";"2026";"-";"0";"0"

"Vendas BIZA";"Messias";"Vendas Marca Biza por Segmento";"Carteira Biza";"N2/N3";"S/ Meta";"S/ Meta";"Outubro";"2026";"-";"0";"0"

"Vendas BIZA";"Messias";"Vendas Marca Biza por Segmento";"Carteira Biza";"N2/N3";"S/ Meta";"S/ Meta";"Novembro";"2026";"-";"0";"0"

"Vendas BIZA";"Messias";"Vendas Marca Biza por Segmento";"Carteira Biza";"N2/N3";"S/ Meta";"S/ Meta";"Dezembro";"2026";"-";"0";"0"

"Vendas BIZA";"Messias";"Vendas Marca Biza (Últimos 3 anos)";"Carteira Biza";"N2/N3";"S/ Meta";"2451880.62";"Janeiro";"2026";"Indefinido";"EQUIPE EGP​
Captação de pedidos em janeiro: R$ 1.139.144,89;​
4 unidades do Level Link - R$ 427.217,36;​
Bucha R4081645 - R$ 75.172,12;​
Pedido 4512717750 - R$ 138.488,88 em produtos LeTourneau.​
Desenvolvimento e novos negócios:​
-MRN:​
Desenvolvimento do Eixo Movido – perspectiva de venda de 6 unidades ao ano;​
Desenvolvimento de Chapas de Revestimento – perspectiva de venda de 1000 unidades ao ano​
Desenvolvimento de cilindros e barras – diversos produtos em desenvolvimento para   atendimento da demanda.";"INCLUSÃO CONTRATO VALE:​
Evento 140050 – processo de inclusão com itens estratégicos BIZA EGP;​
Evento 141006 – processo de inclusão de buchas para PV275, desenvolvimento e melhoria EGP​
REVESTIMENTO E IMPLEMENTOS:​
Projeto Ero Caraíba: Negociação de contrato com Pipeline de R$ 700.000,00/ ano​
Grelha Modular – Horizontes: Pipeline de R$1.100.000,00;​
Grelha Britador – Carajás: Pipeline de R$ 2.000.000,00/ano;​
Grelha Britador e outros produtos – SKAVA: desenvolvido e em negociação, R$ 20.000,00;​
Caçamba PC2000 – Água Limpa: Desenvolvimento e negociação de uma caçamba completa R$ 980.000,00"

"Vendas BIZA";"Messias";"Vendas Marca Biza (Últimos 3 anos)";"Carteira Biza";"N2/N3";"S/ Meta";"2495616.56";"Fevereiro";"2026";"Indefinido";"Mineação PA​
Carteira total – 613.854,76​
Pedidos em atraso – 133.218,93​
Dando certo​
Inserção consolidada na frota D11 e D9​
Barra equalizadora D11​
Atenção 
Atrasos recorrentes itens estrategicos​
Falha no braço D11";"Continuo acreditando que os pontos abaixo são fundamentais para melhorarmos 70% da BIZA​
Precisamos de assertividade nas informações.​
Precisamos aumentar a produção BIZA - 1º e 2º turno trabalhando 100%.​
Precisamos aumentar a programação dos pedidos BIZA – envolver Suprimentos e Union.​
Precisamos desenvolver produtos para outros tipos de equipamentos.​
Precisamos desenvolver catálogos por máquinas / famílias de produtos.​
Melhorar nosso SITE.​
Melhorar nossa comunicação para o GHT ""Treinamento"".​
Melhorar nossa comunicação para o Mercado ""divulgação em feiras / revistas""​
Ter acesso a matérias primas com custos melhores."

"Vendas BIZA";"Messias";"Vendas Marca Biza (Últimos 3 anos)";"Carteira Biza";"N2/N3";"S/ Meta";"3620944.81";"Março";"2026";"Indefinido";"Realizado em Março captação de pedidos no valor R$ 679.150,16​
Detaques:​
PIno Letourneau R4236578 – Minda do Pico R$ 37.007,80​
Conj. Pino 4667972 - Carajás R$ 58.831,96​
Desenvolvimento e novos negócios:​
Eixo movido – 6 peças ano​
Chapa de revestimento – 1000 unidade ano​
Cilindros e barras – Em desenvolvimento ​
Inclusão contrato Vale​
Evento 140050 – itens estratÉgicos BIZA EGP ​
Evento 141006 - Inclusão da bucha para PV275 – Primeiro pedido chegou R$ 7.979,20";"Desenvolvimento Gerdau​
Proposta de 03 Chutes R$ 600.000,00​
Proposta de 01 Grelha R$ 950.000,00​
Desenvolvimento Ero Caraiba​
Contrato com Pipeline – R$700.000,00 ano​
Desenvolvimento Carajas​
Grelha britadora  com visita em campo  – R$2.000.000,00 ano​
Pedidos recebidos e se possível adiantar produção:​
R4239494 – ordem de compra Biza 187384​
Grelha modular EHT4798 – ordem de compra Biza 188450"

"Vendas BIZA";"Messias";"Vendas Marca Biza (Últimos 3 anos)";"Carteira Biza";"N2/N3";"S/ Meta";"0";"Abril";"2026";"-";"0";"0"

"Vendas BIZA";"Messias";"Vendas Marca Biza (Últimos 3 anos)";"Carteira Biza";"N2/N3";"S/ Meta";"0";"Maio";"2026";"-";"0";"0"

"Vendas BIZA";"Messias";"Vendas Marca Biza (Últimos 3 anos)";"Carteira Biza";"N2/N3";"S/ Meta";"0";"Junho";"2026";"-";"0";"0"

"Vendas BIZA";"Messias";"Vendas Marca Biza (Últimos 3 anos)";"Carteira Biza";"N2/N3";"S/ Meta";"0";"Julho";"2026";"-";"0";"0"

"Vendas BIZA";"Messias";"Vendas Marca Biza (Últimos 3 anos)";"Carteira Biza";"N2/N3";"S/ Meta";"0";"Agosto";"2026";"-";"0";"0"

"Vendas BIZA";"Messias";"Vendas Marca Biza (Últimos 3 anos)";"Carteira Biza";"N2/N3";"S/ Meta";"0";"Setembro";"2026";"-";"0";"0"

"Vendas BIZA";"Messias";"Vendas Marca Biza (Últimos 3 anos)";"Carteira Biza";"N2/N3";"S/ Meta";"0";"Outubro";"2026";"-";"0";"0"

"Vendas BIZA";"Messias";"Vendas Marca Biza (Últimos 3 anos)";"Carteira Biza";"N2/N3";"S/ Meta";"0";"Novembro";"2026";"-";"0";"0"

"Vendas BIZA";"Messias";"Vendas Marca Biza (Últimos 3 anos)";"Carteira Biza";"N2/N3";"S/ Meta";"0";"Dezembro";"2026";"-";"0";"0"

